Participant,File,Utterance #,Transcript,Coding
EAR_15.xlsx,37,,we who was here okay cuz we were with julie so we were like* you know how the park next to like* the building the um spot we were like* right there you're like* right we were right up right behind bourns we were right there ,
EAR_15.xlsx,39,,is it just instrumental yeah i was like* is it just instrumental sss ,
EAR_15.xlsx,41,,cuz i don't like this way this right here you know exactly i know but like* i'm just like* i still need these three like* need these three checked off so i can have humanities off right okay well i have no clue we can just take any world history cuz i've been looking exactly oh it's just any but they how do i know what's what it's just by numbers i don't know what's i'm going to be learning ,
EAR_15.xlsx,43,,uh no i only have like* five bucks left yeah like* my mom has always taught me take five bucks five ten bucks i have so many fucking mason jar lids wow i'm gonna like* nourish my hair back to like* a one a okay cuz like* the freaking shampoo that i was using the herbal essence ,
EAR_15.xlsx,44,,cuz that was last time i thought it was who gave it to her was in the ghetto remember that brenda says she like* i'm gonna keep it cuz like* they're ,
EAR_15.xlsx,45,,snapchat and everything they were at a museum or something like* that oh no wait oh yeah ,
EAR_15.xlsx,47,,i did it too no i went like* this yeah ,
EAR_15.xlsx,49,,they like* assume i don't i guess be loud but each time i do i truly like* know like* go loud calm down yeah calm down it's like* no no you know you know you know it's like that um scene where you know the quiet chick i forgot her name from pitch perfect; she's like* really really quiet you can barely hear her but when people actually hear here it's yeah ,
EAR_15.xlsx,80,,what whatever no it's cuz i was just trying to open it with my pinky but my pinky wasn't that strong i like* slipped where you ,
EAR_15.xlsx,83,,the idea that i got and then like* the little dollar tree candles that make them into little snowmen that would be so cute ,
EAR_15.xlsx,88,,ugh my gosh hey at least it's eighty because for us it was fifteen and if you miss like* four it's already like* a c or something like that oh no for me it's going to be a lot no for psych for me it's going to be cumulative yeah so it's good for that that's amazing ,
EAR_15.xlsx,94,,i'll bring my hot glue gun okay i'll see what i have and ill bring it you know what i was thinking too you know how i told you guys this i saw these cute one where they paint it like* all like* everything and then put designs of like* little deer or rudolph the rednose reindeer like* they add the little ears it's so cute and i was just like* maybe oh god ,
EAR_15.xlsx,103,,i know i realized that you're not going to pick them up yo i don't even know what the hell just happened but i think i just told alan off but not like* off off but off cuz he was just like* i'll to this so he sent me like* snuggly kitten video and then he was like* this could be us but you playing i'm playing you're playing hard to get haven't you ever seen those memes i'm like* yes but i didn't know what exactly you're referring to because for all i know i could be playing like* the kittens unlike what it was actually referring to and i know you'll hate ,
EAR_15.xlsx,111,,probaby like* the it's not moderate though no it's not that one mmm ,
EAR_15.xlsx,112,,i have to think about it probably looked at both whatever i is fine i know it's like* ten fifty-eight ,
EAR_15.xlsx,133,,our clean and clear by who then like* who though i'll have to search them up later i don't know which one you are talking about which one ,
EAR_15.xlsx,134,,mine the earliest is seven to eight and then my latest class is eleven so it's from eight to eleven all the time you regret you're whole till twelve forty my chem class is done i'm like* oh my god how am i gonna do this ,
EAR_15.xlsx,135,,math six a and i take the final with are you in math six a okay well if i go if i join like* you get me after two weeks i join math six a and i catch up with all their homework and i take the final with them and i pass it i move to math do you get me cuz my final is in two weeks and two weeks quarter you get me there's still three more weeks until the final final for everybody is so if i wan't to risk it and take the class and catch up and pass then they have to let me go to seven a do you get me but since like* it really depends my really good friend she's like* she has an a plus right now i was like* ooo girl can you help me she like* ,
EAR_15.xlsx,152,,ah the princess has awakened oh i know that's why i told you like* the princess has ,
EAR_15.xlsx,153,,i'm awake ew it's just cold everywhere no i can't believe we have to go to lothian for breakfast what kind of service it's like* just me out now ,
EAR_15.xlsx,154,,yeah ugh until 2 today oh wow why don't you go to glen mor it's open right now i think just do that every meal i wrote apologies if you rush into things but we are changing so okay cuz last time you said you mind him so like* hm ,
EAR_15.xlsx,160,,okay okay so it wasn't preschool i didn't cry the first day of preschool but on the third day of preschool i escaped i like* waited till the teachers got distracted and i ran ,
